fs	workload	ms	metric
corefs-winfsp	create_128x4096B	145	884,30 ops/s
corefs-winfsp	read_128x4096B	104	1.231,21 ops/s
corefs-winfsp	seq_write_32MiB	59	546,17 MiB/s
corefs-winfsp	seq_read_32MiB	31	1.031,73 MiB/s
corefs-winfsp	delete_128_small	208	-
